Title,Type,Series,Publisher,Year,ISSN,ISBN,DOI,Affiliation
Reduced heart rate variability during sleep in long-duration spaceflight,journal-article,"American Journal of Physiology-Regulatory, Integrative and Comparative Physiology",American Physiological Society,2013,0363-6119,,https://doi.org/10.1152/ajpregu.00423.2012,"Schlegel-University of Waterloo Research Institute for Aging, Faculty of Applied Health Sciences, University of Waterloo, Waterloo, Ontario, Canada;"
Effects of exercise and glycogen depletion on glyconeogenesis in muscle,journal-article,Journal of Applied Physiology,American Physiological Society,2017,8750-7587,,https://doi.org/10.1152/jappl.1994.76.4.1753,"Department of Kinesiology, University of Waterloo, Ontario, Canada."
Where Should We Eat? Lunch Source and Dietary Measures Among Youth During the School Week,journal-article,Canadian Journal of Dietetic Practice and Research,Dietitians of Canada,2015,1486-3847,,https://doi.org/10.3148/cjdpr-2015-019,"School of Public Health and Health Systems, University of Waterloo, Waterloo, ON"
Exploring the School Nutrition Policy Environment in Canada Using the ANGELO Framework,journal-article,Health Promotion Practice,SAGE Publications,2013,1524-8399,,https://doi.org/10.1177/1524839913498087,"University of Waterloo, Waterloo, Ontario, Canada"
"Differences in patterns of cannabis use among youth: Prevalence, perceptions of harm and driving under the influence in the USA where non-medical cannabis markets have been established, proposed and prohibited",journal-article,Drug and Alcohol Review,Wiley,2018,0959-5236,,https://doi.org/10.1111/dar.12842,School of Public Health and Health Systems; University of Waterloo; Waterloo Canada
School Food Policies and Student Eating Behaviors in Canada: Examination of the 2015 Cancer Risk Assessment in Youth Survey,journal-article,Journal of School Health,Wiley,2018,0022-4391,,https://doi.org/10.1111/josh.12702,"School of Public Health and Health Systems; University of Waterloo, 200 University Avenue; Waterloo ON N2L 3G1 Canada"
"Restoration Ecology
 at 25 years: the editors reflect on how we got here",journal-article,Restoration Ecology,Wiley,2018,1061-2971,,https://doi.org/10.1111/rec.12885,"School of Environment, Resources & Sustainability; University of Waterloo;  Waterloo ON, N2L 3G1 Canada"
Social Communication Is Predicted by Inhibitory Ability and ADHD Traits in Preschool-Aged Children,journal-article,Journal of Attention Disorders,SAGE Publications,2014,1087-0547,,https://doi.org/10.1177/1087054714558873,"University of Waterloo, Ontario, Canada"
Optical treatment of amblyopia in older children and adults is essential prior to enrolment in a clinical trial,journal-article,Ophthalmic and Physiological Optics,Wiley,2018,0275-5408,,https://doi.org/10.1111/opo.12437,School of Optometry and Vision Science; University of Waterloo; Waterloo Ontario Canada
A Microfluidic Cytometer for Quantitative Evaluation of Radiation Dose by γ-H2AX,journal-article,Applied Mechanics and Materials,Trans Tech Publications,2014,1662-7482,,https://doi.org/10.4028/www.scientific.net/amm.522-524.1119,University of Waterloo
Chip-Based Portable Device for Detection of Microalgae Viability in Ballast Water,journal-article,Applied Mechanics and Materials,Trans Tech Publications,2014,1662-7482,,https://doi.org/10.4028/www.scientific.net/amm.522-524.3,University of Waterloo
Computational Fluid Dynamics Modeling of Biomass Gasification in Circulating Fluidized-Bed Reactor Using the Eulerian–Eulerian Approach,journal-article,Industrial & Engineering Chemistry Research,American Chemical Society (ACS),2013,0888-5885,,https://doi.org/10.1021/ie4024148,"Departmentof Chemical Engineering, University of Waterloo, Waterloo, Ontario N2L3G1, Canada"
Bounded diameter arboricity,journal-article,Journal of Graph Theory,Wiley,2018,0364-9024,,https://doi.org/10.1002/jgt.22416,Department of Combinatorics and Optimization; University of Waterloo; Waterloo Ontario Canada
"Muscle RANK is a key regulator of Ca2+ storage, SERCA activity, and function of fast-twitch skeletal muscles",journal-article,American Journal of Physiology-Cell Physiology,American Physiological Society,2016,0363-6143,,https://doi.org/10.1152/ajpcell.00285.2015,"Department of Kinesiology, University of Waterloo, Waterloo, Ontario, Canada;"
One-Pot Controlled Synthesis of Homopolymers and Diblock Copolymers Grafted Graphene Oxide Using Couplable RAFT Agents,journal-article,Macromolecules,American Chemical Society (ACS),2012,0024-9297,,https://doi.org/10.1021/ma2024655,"Department of Chemistry, University of Waterloo, 200 University Avenue West,Waterloo, Ontario, Canada N2L 3G1"
Inactivation of human muscle Na+-K+-ATPase in vitro during prolonged exercise is increased with hypoxia,journal-article,Journal of Applied Physiology,American Physiological Society,2004,8750-7587,,https://doi.org/10.1152/japplphysiol.01273.2003,"Department of Kinesiology, University of Waterloo, Waterloo, Ontario, Canada N2L 3G1"
Downregulation of Na+-K+-ATPase pumps in skeletal muscle with training in normobaric hypoxia,journal-article,Journal of Applied Physiology,American Physiological Society,2017,8750-7587,,https://doi.org/10.1152/jappl.1999.86.5.1745,"Department of Kinesiology, University of Waterloo, Ontario N2L 3G1; and"
Non-Innocent Base Properties of 3- and 4-Pyridyl-dithia- and Diselenadiazolyl Radicals: The Effect of N-Methylation,journal-article,Inorganic Chemistry,American Chemical Society (ACS),2018,0020-1669,,https://doi.org/10.1021/acs.inorgchem.8b02416,"Department of Chemistry, University of Waterloo, Waterloo, Ontario N2L 3G1, Canada"
The Role of Surfactants in Mechanical Degradation of Drag-Reducing Polymers,journal-article,Industrial & Engineering Chemistry Research,American Chemical Society (ACS),2012,0888-5885,,https://doi.org/10.1021/ie3024214,"Department of Chemical Engineering, University of Waterloo, Ontario N2L 3G1, Canada"
The Effect of Religion and Spirituality on Cognitive Function: A Systematic Review,journal-article,The Gerontologist,Oxford University Press (OUP),2017,0016-9013,,https://doi.org/10.1093/geront/gnx024,"School of Public Health and Health Systems, University of Waterloo, Ontario, Canada"
The efficacy of sugar labeling formats: Implications for labeling policy,journal-article,Obesity,Wiley,2015,1930-7381,,https://doi.org/10.1002/oby.21316,School of Public Health and Health Systems; University of Waterloo; Waterloo Ontario Canada
Consumer perceptions of specific design characteristics for front-of-package nutrition labels,journal-article,Health Education Research,Oxford University Press (OUP),2018,0268-1153,,https://doi.org/10.1093/her/cyy006,"School of Public Health and Health Systems, Department of Applied Health Sciences, University of Waterloo, 200 University Ave Waterloo, ON N2L 3G1, Canada"
Hyperspectral remote sensing for estimating biophysical parameters of forest ecosystems,journal-article,Progress in Physical Geography,SAGE Publications,2007,0309-1333,,https://doi.org/10.1177/030913339902300303,"Department of Geography, Faculty of Environmental Studies, University of Waterloo, Waterloo, Ontario N2L 3G1, Canada"
Wavelet analysis of variability in annual Canadian streamflows,journal-article,Water Resources Research,American Geophysical Union (AGU),2004,0043-1397,,https://doi.org/10.1029/2003wr002667,"Department of Civil Engineering; University of Waterloo; Waterloo, Ontario Canada"
‘At least it’s not a ghetto anymore’: Experiencing gentrification and ‘false choice urbanism’ in Rotterdam’s Afrikaanderwijk,journal-article,Urban Studies,SAGE Publications,2018,0042-0980,,https://doi.org/10.1177/0042098018761853,"School of Planning, University of Waterloo, Canada"
Highly Nitrogen-Doped Three-Dimensional Carbon Fibers Network with Superior Sodium Storage Capacity,journal-article,ACS Applied Materials & Interfaces,American Chemical Society (ACS),2017,1944-8244,,https://doi.org/10.1021/acsami.7b08704,"Department of Chemical Engineering, WaterlooInstitute for Nanotechnology, Waterloo Institute for Sustainable Energy, University of Waterloo, 200 University Avenue W, Waterloo, Ontario N2L3G1, Canada"
Engineered Si Electrode Nanoarchitecture: A Scalable Postfabrication Treatment for the Production of Next-Generation Li-Ion Batteries,journal-article,Nano Letters,American Chemical Society (ACS),2013,1530-6984,,https://doi.org/10.1021/nl403943g,"Departmentof Chemical Engineering, University of Waterloo, Waterloo, Ontario N2L3G1, Canada"
Unreliable Knowledge,journal-article,Philosophy and Phenomenological Research,Wiley,2013,0031-8205,,https://doi.org/10.1111/phpr.12064,University of Waterloo
Medication-related problems in individuals with spinal cord injury in a primary care-based clinic,journal-article,The Journal of Spinal Cord Medicine,Informa UK Limited,2015,1079-0268,,https://doi.org/10.1179/2045772315y.0000000055,"University of Waterloo, School of Pharmacy, Waterloo, ON, Canada"
A mesoscale model for hydrodynamics in biofilms that takes microscopic flow effects into account,journal-article,Water Science and Technology,IWA Publishing,2018,0273-1223,,https://doi.org/10.2166/wst.2005.0197,"Department of Applied Mathematics, University of Waterloo and Department of Mathematics and Statistics, University of Guelph, Guelph, ON, Canada, N1G2W1 (E-mail: vtnguyen@math.uwaterloo.ca)"
The System-Justifying Function of Gratitude Norms,journal-article,Social and Personality Psychology Compass,Wiley,2015,1751-9004,,https://doi.org/10.1111/spc3.12184,University of Waterloo
Beyond ‘voting with your chopsticks’: Community organising for safe food in China,journal-article,Asia Pacific Viewpoint,Wiley,2016,1360-7456,,https://doi.org/10.1111/apv.12127,Geography and Environmental Management; University of Waterloo; Canada
Why is your boss making you sick? A longitudinal investigation modeling time-lagged relations between abusive supervision and employee physical health,journal-article,Journal of Organizational Behavior,Wiley,2017,0894-3796,,https://doi.org/10.1002/job.2248,Department of Psychology; University of Waterloo; Waterloo Ontario Canada
Religious–Secular Polarization Compared,journal-article,Studies in Religion/Sciences Religieuses,SAGE Publications,2017,0008-4298,,https://doi.org/10.1177/0008429817695662,"Department of Sociology and Legal Studies,                        University of Waterloo, Ontario, Canada"
Progress in integrating remote sensing data and hydrologic modeling,journal-article,Progress in Physical Geography,SAGE Publications,2014,0309-1333,,https://doi.org/10.1177/0309133314536583,"University of Waterloo, Canada"
Determinants of Diet Quality Among Canadian Adolescents,journal-article,Canadian Journal of Dietetic Practice and Research,Dietitians of Canada,2009,1486-3847,,https://doi.org/10.3148/70.2.2009.58,"Department of Health Studies and Gerontology, University of Waterloo, Waterloo, ON"
Evaluation-as-a-Service for the Computational Sciences,journal-article,Journal of Data and Information Quality,Association for Computing Machinery (ACM),2018,1936-1955,,https://doi.org/10.1145/3239570,"University of Waterloo, Waterloo, Canada"
Anserini,journal-article,Journal of Data and Information Quality,Association for Computing Machinery (ACM),2018,1936-1955,,https://doi.org/10.1145/3239571,"University of Waterloo, Waterloo, ON, Canada"
Will Digital Fluency Influence Social Media Use?,journal-article,ACM SIGMIS Database: the DATABASE for Advances in Information Systems,Association for Computing Machinery (ACM),2018,0095-0033,,https://doi.org/10.1145/3290768.3290773,"University of Waterloo, Waterloo, ON, USA"
"Orbital Interactions in Bi-Sn Bimetallic Electrocatalysts for Highly Selective Electrochemical CO2
 Reduction toward Formate Production",journal-article,Advanced Energy Materials,Wiley,2018,1614-6832,,https://doi.org/10.1002/aenm.201802427,Department of Chemical Engineering; Waterloo Institute for Nanotechnology; Waterloo Institute for Sustainable Energy; University of Waterloo; Waterloo Ontario N2L 3G1 Canada
"Carbon Dioxide Electroreduction: Orbital Interactions in Bi-Sn Bimetallic Electrocatalysts for Highly Selective Electrochemical CO2
 Reduction toward Formate Production (Adv. Energy Mater. 31/2018)",journal-article,Advanced Energy Materials,Wiley,2018,1614-6832,,https://doi.org/10.1002/aenm.201870138,Department of Chemical Engineering; Waterloo Institute for Nanotechnology; Waterloo Institute for Sustainable Energy; University of Waterloo; Waterloo Ontario N2L 3G1 Canada
PMC,journal-article,ACM Transactions on Embedded Computing Systems,Association for Computing Machinery (ACM),2017,1539-9087,,https://doi.org/10.1145/3019611,"University of Waterloo, ON, Canada"
A Comparative Study of Predictable DRAM Controllers,journal-article,ACM Transactions on Embedded Computing Systems,Association for Computing Machinery (ACM),2018,1539-9087,,https://doi.org/10.1145/3158208,"University of Waterloo, ON, CANADA"
Folding and insertion thermodynamics of the transmembrane WALP peptide,journal-article,The Journal of Chemical Physics,AIP Publishing,2015,0021-9606,,https://doi.org/10.1063/1.4935487,"Department of Chemistry, University of Waterloo, 200 University Avenue West, Waterloo, Ontario N2L 3G1, Canada"
